No.,bo text,zh text
162,"དེར་ཡང་ངན་སོང་ཆེན་པོར་ནི།།<br>ལྟུང་ཕྱིར་བདུད་<sup class=\footnote-marker\"">*</sup><i class=\""footnote\"">བདུད་] F,G བདུན་ ¦ བདུད་ chosen based on Skt. मारो and commentary KP: བདུད་ལ་སོགས་པ་ and GDR: ལྷའི་བུའི་བདུད་</i>ནི་བརྩོན་པར་<sup class=\""footnote-marker\"">*</sup><i class=\""footnote\"">པར་] N,Q པ་ ¦ པར་ chosen as it agrees with commentary KP: བརྩོན་པར་བྱེད་ and better reflects Skt. यतते</i>བྱེད།།<br>དེར་ནི་ལོག་པའི་ལམ་མང་ཞིང་།།<br>ཐེ་ཚོམ་ལས་ཀྱང་བརྒལ་<sup class=\""footnote-marker\"">*</sup><i class=\""footnote\"">བརྒལ་] F,G བཀྲལ་ ¦ བརྒལ་ supported by Skt. दुर्जया <span class=\""text-quotation-style\"">hard to overcome</span> and commentaries KP,GDR: བརྒལ་དཀའ་</i>དཀའ་སྟེ།།",況復魔天恒勤求 <br> 令人墮落大惡趣 <br> 此中倒引多歧途 <br> 猶豫徘徊難越渡
163,"སླར་ཡང་དལ་བ་རྙེད་<sup class=\footnote-marker\"">*</sup><i class=\""footnote\"">རྙེད་] «I» དེ་ལ་བརྙེད་ ། Sanskrit पुनश्च क्षणदौर्लभ्यं supports simple རྙེད་. All commentaries <span class=\""text-quotation-style\"">KP, GDR, KS, TS</span> read རྙེད་.</i>དཀའ་ཞིང་།།<br>སངས་རྒྱས་འབྱུང་རྙེད་ཤིན་ཏུ་དཀའ།།<br>ཉོན་མོངས་ཆུ་བོ་སྤང་དཀའ་སྟེ།།<br>ཨེ་མ་སྡུག་བསྔལ་བརྒྱུད་པར་གྱུར<sup class=\""footnote-marker\"">*</sup><i class=\""footnote\"">གྱུར་] «C,F,G,N,Q» འགྱུར་ ། Both readings possible, but གྱུར་ preferred as it better matches Sanskrit परंपरा <span class=\""text-quotation-style\"">past tense</span>. KP and TS support འགྱུར་ while KS uses འགྱུར་རོ་, but the base form གྱུར་ better fits the verse meter.</i>།།",有暇人身既難得 <br> 大覺出世尤難遇 <br> 惑業洪流截止難 <br> 嗚呼眾苦恒相續
164,"དེ་ལྟར་ཤིན་ཏུ་སྡུག་བསྔལ་ཡང་།།<br>རང་སྡུག་མི་མཐོང་གང་ཡིན་པ།།<br>སྡུག་བསྔལ་ཆུ་བོར་གནས་འདི་ད<sup class=\footnote-marker\"">*</sup><i class=\""footnote\"">དག །དང་། །] D དག །; KP, GDR, KS, TS དག །. The reading without དང་། is preferred as it better matches the Sanskrit source <span class=\""text-quotation-style\"">एषां दुःखौघवर्तिनाम्</span> which shows no additional conjunction. Additionally, all commentaries <span class=\""text-quotation-style\"">KP, GDR, KS, TS</span> support this reading.</i>ག།<br>ཀྱི་ཧུད་མྱ་ངན་བྱ་བར་འོས།།",有情沉溺眾苦中 <br> 如是眾苦不自知 <br> 大苦暴流中安住 <br> 噫嘻豈不堪悲痛
165,དཔེར་ན་འགའ་ཞིག་ཡང་ཡང་ཁྲུས།།<br>བྱས་ཏེ་ཡང་ཡང་མེར་འཇུག་པ།།<br>དེ་ལྟར་ཤིན་ཏུ་སྡུག་བསྔལ་བར།།<br>གནས་ཀྱང་བདག་ཉིད་བདེར་རློམ་བཞིན།།,譬如有人數數浴 <br> 數數投身大火中 <br> 安住如是極大苦 <br> 仍復矜炫自為樂
166,དེ་ལྟར་རྒ་དང་འཆི་མེད་པ།།<br>བཞིན་དུ་སྤྱོད་པས་གནས་རྣམས་ལ།།<br>དང་པོ་ཉིད་དུ་བསད་བྱས་ནས།།<br>ངན་སོང་ལྟུང་བ་མི་བཟད་འོང་།།,宛如不知有老死 <br> 如是行於一切處 <br> 定為死王所刑戮 <br> 墮落難堪惡趣中
167,"དེ་ལྟར་སྡུག་བསྔལ་མེས་གདུངས་ལ།།<br>བསོད་ནམས་སྤྲིན་ལས་ལེགས་བྱུང་བའི<sup class=\footnote-marker\"">*</sup><i class=\""footnote\"">ལེགས་བྱུང་བའི་] C,N,Q; F,G འཁྲུངས་པའི། The reading བྱུང་བའི་ is supported by the Sanskrit समुद्भूतैः and multiple commentaries: KP explicitly uses བྱུང་བའི་, KS has བྱུང་བའི་, and GDR uses བྱུང་བའི་. The variant འཁྲུངས་པའི་, while semantically similar, does not as precisely match the Sanskrit. Additionally, the majority of commentaries consistently use བྱུང་.</i>།།<br>རང་གི་བདེ་བའི་ཚོགས་ཆར་གྱིས།།<br>ཞི་བྱེད་པར་བདག་ནམ་ཞིག་འགྱུར།།",如是眾苦大火聚 <br> 以我福德妙大雲 <br> 出生安樂資糧雨 <br> 安得息滅使清涼
168,"ནམ་ཞིག་དམིགས་པ་མེད་ཚུལ་དུ།།<br>གུས་པས་བསོད་ནམས་ཚོགས་བསགས་ཏེ།།<br>དམིགས་པས་ཕུང་བར་གྱུར་<sup class=\footnote-marker\"">*</sup><i class=\""footnote\"">གྱུར་] C,N,Q འགྱུར་ D; Skt. kado supports གྱུར་ as it shows completed action; KP and GDR both use གྱུར་ in their explanations</i>རྣམས་ལ།།<br>སྟོང་པ་ཉིད་ནི་སྟོན་པར་འགྱུར།།",安得依此無相法 <br> 恭敬勤修福德聚 <br> 於諸著相沉淪者 <br> 開示空性為大師
169,"བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་ལ་འཇུག་པ་ལས། ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའི་ལེའུ་སྟེ་<sup class=\footnote-marker\"">*</sup><i class=\""footnote\"">རབ་བསྟན་པ་ཞེས་བྱ་བ་ལེའུ་] N,Q; om. KP,GDR,KS,TS. The longer title appears only in N,Q witnesses. The shorter version without this phrase is supported by the Sanskrit source <span class=\""text-quotation-style\"">इति प्रज्ञापारमितापरिच्छेदो नवमः</span> and all commentaries. The shorter reading is likely original, with the longer being an later elaboration.</i>རབ་བསྟན་པ་ཞེས་བྱ་བ་ལེའུ་དགུ་པའོ།།།<br>།""",入菩薩行論般若波羅蜜多品第九竟
,,
1,"བདག་གིས་བྱང་ཆུབ་སྤྱོད་པ་ལ།།<br>འཇུག་པ་<sup class=\footnote-marker\"">*</sup><i class=\""footnote\"">པ] C པར། The reading པ is supported by the Sanskrit source <span class=\""text-quotation-style\"">bodhicaryāvatāram</span> and all commentaries. The variant པར in C appears to be a scribal error. KP, GDR, KS and TS all read པ, confirming this as the correct reading.</i>རྣམ་པར་བརྩམས་པ་ཡི།།<br>དགེ་བ་གང་དེས་འགྲོ་བ་ཀུན།།<br>བྱང་ཆུབ་སྤྱོད་ལ་འཇུག་པར་ཤོག།",造此入菩薩行論 <br> 我今所有諸善根 <br> 悉以迴向諸眾生 <br> 願速趣入菩薩行
2,"ཕྱོགས་<sup class=\footnote-marker\"">*</sup><i class=\""footnote\"">ཕྱོགས་] F,G ཤོགས་ | Reading ཕྱོགས་ supported by Skt. दिक्षु and all commentaries <span class=\""text-quotation-style\"">KP,GDR,KS,TS</span>. Additionally, KP's gloss ཕྱོགས་བཅུ་མཐའ་ཡས་པ་ and KS's ཕྱོགས་བཅུའི་འཇིག་རྟེན་གྱི་ཁམས་ confirm this reading.</i>རྣམས་ཀུན་ན་ལུས་དང་སེམས།།<br>སྡུག་བསྔལ་ནད་པ་ཇི་སྙེད་པ།།<br>དེ་དག་བདག་གི་བསོད་ནམས་ཀྱིས།།<br>བདེ་དགའ་རྒྱ་མཚོ་ཐོབ་པར་ཤོག།",所有諸方世界中 <br> 若身若心苦逼者 <br> 以我所作諸福德 <br> 願得安樂廣大海
3,"དེ་དག་འཁོར་བ་ཇི་སྲིད་དུ།།<br>ནམ་ཡང་<sup class=\footnote-marker\"">*</sup><i class=\""footnote\"">བདེ་ལས་] N,Q བ་</i>བདེ་ལས་<sup class=\""footnote-marker\"">*</sup><i class=\""footnote\"">བྱང་ཆུབ་སེམས་དཔའ་] N,Q བླ་ན་མེད་པ་</i>ཉམས་མ་གྱུར།།<br>འགྲོ་བས་བྱང་ཆུབ་སེམས་དཔའ་<sup class=\""footnote-marker\"">*</sup><i class=\""footnote\"">སངས་རྒྱས་བདེ་ཐོབ་ཀྱི། བར་དུ་ N,Q om. The omitted variant is rejected based on Sanskrit आसंसारं which supports the main reading. KP's commentary also supports the shorter reading.</i>ཡི།།<br>བདེ་བ་རྒྱུན་མི་འཆད་ཐོབ་ཤོག།",盡其所有輪迴際 <br> 此樂終當不失壞 <br> 願諸眾生恒得受 <br> 菩提大樂無窮盡
4,"འཇིག་རྟེན་ཁམས་ན་དམྱལ་བ་དག།<br>གང་དག་ཇི་སྙེད་ཡོད་པ་རྣམས།།<br>དེ་དག་ཏུ་ནི་ལུས་<sup class=\footnote-marker\"">*</sup><i class=\""footnote\"">ལུས་] F,G ལས་། Sanskrit देहिनः <span class=\""text-quotation-style\"">'beings with bodies'</span> and all commentaries support ལུས་. KP specifically mentions དམྱལ་བའི་ལུས་ཅན་སེམས་ཅན་ confirming ལུས་ as the correct reading.</i>ཅན་རྣམས།།<br>བདེ་ཅན་བདེ་བས་དགའ་བར་ཤོག།",盡其所有世界中 <br> 所有一切諸地獄 <br> 其中所有諸有情 <br> 願皆安樂咸歡喜
5,"གྲང་བས་ཉམ་<sup class=\footnote-marker\"">*</sup><i class=\""footnote\"">གྲང་བས་ཉམ་ཐག་] N གྲངས་པས་ཉམས་; Q གྲང་བས་ཉམས་. The reading གྲང་བས་ཉམ་ཐག་ is supported by the Sanskrit शीतार्ताः and all commentaries <span class=\""text-quotation-style\"">KP, GDR, KS, TS</span> which consistently explain this as referring to the cold hells.</i>ཐག་དྲོ་ཐོབ་ཤོག།<br>བྱང་ཆུབ་སེམས་དཔའི་སྤྲིན་ཆེན་ལས།།<br>བྱུང་བའི་ཆུ་བོ་མཐའ་ཡས་ཀྱིས།།<br>ཚ་བས་ཉམ་<sup class=\""footnote-marker\"">*</sup><i class=\""footnote\"">ཉམ་ཐག་] N,Q ཉམས་ཐག་. The reading ཉམ་ཐག་ is supported by the Sanskrit आर्त and its consistent usage in similar contexts in the commentaries.</i>ཐག་བསིལ་བར་ཤོག།",寒凍苦切得溫暖 <br>從於菩薩妙大雲 <br> 出生無盡妙花雨 <br> 熱惱苦逼悉清涼
6,"རལ་གྲི་ལོ་མའི་ནགས་ཚལ་ཡང་།།<br>དེ་ལ་དགའ་ཚལ་སྡུག་<sup class=\footnote-marker\"">*</sup><i class=\""footnote\"">དགའ་ཚལ་སྡུག་གུར་] C དགའ་ཚལ་སྡུག་གུར་; F,G ཙནྡན་ནགས་སྡུག་; N,Q དགའ་ཚལ་སྡུ་གུར་। Sanskrit नन्दनवनद्युति supports reading དགའ་ཚལ་ <span class=\""text-quotation-style\"">नन्दन = དགའ་བ</span>. KP and GDR's commentaries also support དགའ་ཚལ་སྡུག་གུར་, referring to Indra's pleasure grove.</i>གུར་ཤོག།<br>ཤལ་མ་ལི་<sup class=\""footnote-marker\"">*</sup><i class=\""footnote\"">ལི་] C,F,G,N,Q ལི་; Base text རི་། Reading ལི་ is confirmed by Sanskrit शाल्मलि and supported by all witnesses.</i>ཡི་སྡོང་པོ་ཡང་།།<br>དཔག་བསམ་ཤིང་དུ་འཁྲུངས་པར་ཤོག།",近邊地獄劍葉樹 <br> 對彼願為旃檀林 <br> 丘陵挺植諸荊棘 <br> 願悉萌生如意樹
7,"མཐིང་<sup class=\footnote-marker\"">*</sup><i class=\""footnote\"">མཐིང་] C,N,Q,G འཐིང་; F མཐིང་ - Sanskrit कादम्ब supports མཐིང་, confirmed by commentaries KS and TS who read མཐིང་. Also KP glosses as མཐི༷ང་.</i>རིལ་ངུར་པ་དག་དང་ངང་པ་དང་།།<br>བཞད་སོགས་སྐད་སྙན་འབྱིན་པས་མཛེས་གྱུར་ཅིག།<br>པདྨ་དྲི་བསུང་ཆེ་ལྡན་མཚོ་དག་གིས།།<br>དམྱལ་བའི་ས་ཕྱོགས་དག་ནི་ཉམས་དགར་ཤོག།",鷗鷺鳧鷖鴻鵠珍禽等 <br> 和嗚哀雅翔舞以莊嚴 <br> 芬馥異香妙蓮廣大海 <br> 願諸地獄轉變咸安樂
8,"སོལ་ཕུང་དེ་དག་<sup class=\footnote-marker\"">*</sup><i class=\""footnote\"">དེ་དག་ཡང་] «C,N,Q» དེ་ཡང་། སཾ། सोऽङ्गारराशिः དང་མཐུན་པར་དེ་དག་ཡང་ཞེས་པ་རྒྱ་དཔེ་དང་མཐུན།</i>ཡང་རིན་ཆེན་ཕུང་པོར་གྱུར།།<br>ས་བསྲེགས་ཤེལ་གྱི་<sup class=\""footnote-marker\"">*</sup><i class=\""footnote\"">གྱི་] «F,G» གྱིས་། སཾ། स्फाटिक དང་མཐུན་པར་གྱི་ཞེས་པ་འོས།</i>ས་གཞི་བསྟར་<sup class=\""footnote-marker\"">*</sup><i class=\""footnote\"">བསྟར་] «N,Q» བསྟན་། སཾ། कुट्टिमं དང་མཐུན་ཞིང་ས་གཞི་བསྟར་བ་ཞེས་པ་དོན་དང་འབྲེལ།</i>བར་ཤོག།<br>བསྡུས་འཇོམས་རི་བོ་རྣམས་ཀྱང་མཆོད་པ་ཡི།།<br>གཞལ་མེད་ཁང་གྱུར་བདེ་གཤེགས་གང་བར་ཤོག།",爐炭煻煨轉為珍寶聚 <br> 熱鐵地基琉璃一掌平 <br> 眾合諸山轉為無量殿 <br> 供養十方如來滿中住
